ID,Title,Created By,Created On,Estimate,Forecast,Forecast,Milestone,Preconditions,Priority,References,Section,Section Depth,Section Description,Steps,Steps Separated,Steps Separated (Expected Result),Steps Separated (Step),Suite,Suite ID,Type,Updated By,Updated On
C30136768,TC19 - Change icon prompt,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Finish onboarding flow.
Expected Result:
Home page should be displayed.
3. Navigate to teams page.
Expected Result:
Team page should be displayed.
4. Validate prompt is not displayed at first launch.
Expected Result:
Prompt should not be displayed.
5. Force quit app. Reopen it and navigate to Team page.
Expected Result:
Change icon prompt should be displayed.","1. Team page should be displayed.
2. Home page should be displayed.
3. Team page should be displayed.
4. Prompt should not be displayed.
5. Change icon prompt should be displayed.","1. Open MLB app and enter valid credentials.
2. Finish onboarding flow.
3. Navigate to teams page.
4. Validate prompt is not displayed at first launch.
5. Force quit app. Reopen it and navigate to Team page.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136769,TC20 - Favorite team picker,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Select any team.
Expected Result:
The team should be coloured. A star should be displayed next to it.
3. Validate toast message.
Expected Result:
Pop up with custom cheer should be displayed.
4. Deselect the team selected on previous step.
Expected Result:
Team should reset to default colour. No star should be displayed.","1. Team page should be displayed.
2. The team should be coloured. A star should be displayed next to it.
3. Pop up with custom cheer should be displayed.
4. Team should reset to default colour. No star should be displayed.","1. Open MLB app and enter valid credentials.
2. Select any team.
3. Validate toast message.
4. Deselect the team selected on previous step.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136770,TC21 - Follow team picker,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Selectany favorite team, then select any number of other teams.
Expected Result:
Teams should be coloured. No star should be displayed.
3. Deselect any number of teams selected on previous step.
Expected Result:
Teams should reset to default colour.","1. Team page should be displayed.
2. Teams should be coloured. No star should be displayed.
3. Teams should reset to default colour.","1. Open MLB app and enter valid credentials.
2. Selectany favorite team, then select any number of other teams.
3. Deselect any number of teams selected on previous step.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:57 PM
C30136771,TC22 - Follow player picker,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on next/skip button.
Expected Result:
Players page should be displayed.
3. Click on any player in any carousel.
Expected Result:
Player should be removed from current carousel and it should be displayed under following carousel. An appear animation should be displayed.
4. Remove player from following carousel.
Expected Result:
Player should be removed from current carousel and it should be displayed under default carousel. An appear/dissapear animation should be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. Player should be removed from current carousel and it should be displayed under following carousel. An appear animation should be displayed.
4. Player should be removed from current carousel and it should be displayed under default carousel. An appear/dissapear animation should be displayed.","1. Open MLB app and enter valid credentials.
2. Click on next/skip button.
3. Click on any player in any carousel.
4. Remove player from following carousel.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136772,TC23 - Follow player from typeahead,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on next/skip button.
Expected Result:
Players page should be displayed.
3. Click on search bar and enter any player name.
Expected Result:
Results should be displayed.
4. Click on follow button.
Expected Result:
Player should be added to the following carrousel.","1. Team page should be displayed.
2. Players page should be displayed.
3. Results should be displayed.
4. Player should be added to the following carrousel.","1. Open MLB app and enter valid credentials.
2. Click on next/skip button.
3. Click on search bar and enter any player name.
4. Click on follow button.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136776,TC27 - Skip button on players page typeahead,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on skip/next button.
Expected Result:
Players page should be displayed.
3. Validate that skip button is displayed when there are no player selected.
Expected Result:
Skip button should be displayed.
4. Follow a player using the typeahead flow.
Expected Result:
Skip button should be hidden.
5. Deselect the player selected on previous step.
Expected Result:
Skip button should be displayed.
6. Click on Skip button.
Expected Result:
Notifications page should be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. Skip button should be displayed.
4. Skip button should be hidden.
5. Skip button should be displayed.
6. Notifications page should be displayed.","1. Open MLB app and enter valid credentials.
2. Click on skip/next button.
3. Validate that skip button is displayed when there are no player selected.
4. Follow a player using the typeahead flow.
5. Deselect the player selected on previous step.
6. Click on Skip button.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136777,TC28 - Skip button on notifications page,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on skip/next button.
Expected Result:
Players page should be displayed.
3. Click on skip/next button.
Expected Result:
Notifications page should be displayed.
4. Validate skip button is displayed.
Expected Result:
Skip button should be displayed.
5. Change any notification setup and validate skip button is still displayed.
Expected Result:
Skip button should be displayed.
6. Click on skip button.
Expected Result:
Home page should be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. Notifications page should be displayed.
4. Skip button should be displayed.
5. Skip button should be displayed.
6. Home page should be displayed.","1. Open MLB app and enter valid credentials.
2. Click on skip/next button.
3. Click on skip/next button.
4. Validate skip button is displayed.
5. Change any notification setup and validate skip button is still displayed.
6. Click on skip button.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136778,TC29 - Back button on teams page,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Validate back button is not displayed.
Expected Result:
Back button should not be displayed.","1. Team page should be displayed.
2. Back button should not be displayed.","1. Open MLB app and enter valid credentials.
2. Validate back button is not displayed.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136779,TC30 - Back button on players page,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on skip/next button.
Expected Result:
Players page should be displayed.
3. Validate back button is displayed.
Expected Result:
Back button should be displayed.
4. Click on back button.
Expected Result:
Previous page should be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. Back button should be displayed.
4. Previous page should be displayed.","1. Open MLB app and enter valid credentials.
2. Click on skip/next button.
3. Validate back button is displayed.
4. Click on back button.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136780,TC31 - Back button on notifications page,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on skip/next button.
Expected Result:
Players page should be displayed.
3. Click on skip/next button.
Expected Result:
Notifications page should be displayed.
4. Validate back button is displayed.
Expected Result:
Back button should be displayed.
5. Click on back button.
Expected Result:
Previous page should be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. Notifications page should be displayed.
4. Back button should be displayed.
5. Previous page should be displayed.","1. Open MLB app and enter valid credentials.
2. Click on skip/next button.
3. Click on skip/next button.
4. Validate back button is displayed.
5. Click on back button.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136781,TC32 -  Progress bar,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Validate progress bar is displayed and pointing to first stage.
Expected Result:
Progress bar should be displayed.
3. Navigate through the page going onward and backwards and validate that progress bar points at the correct stage.
Expected Result:
Progress bar should be working as expected.","1. Team page should be displayed.
2. Progress bar should be displayed.
3. Progress bar should be working as expected.","1. Open MLB app and enter valid credentials.
2. Validate progress bar is displayed and pointing to first stage.
3. Navigate through the page going onward and backwards and validate that progress bar points at the correct stage.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136782,TC33 - Follow players no results,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on skip/next button.
Expected Result:
Players page should be displayed.
3. Click on search bar and enter any name that is not in MLB players database.
Expected Result:
No results message should be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. No results message should be displayed.","1. Open MLB app and enter valid credentials.
2. Click on skip/next button.
3. Click on search bar and enter any name that is not in MLB players database.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136783,TC34 - Follow players service error,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on skip/next button.
Expected Result:
Players page should be displayed.
3. Click on search bar and enter an URL or force a server error.
Expected Result:
Server error message should be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. Server error message should be displayed.","1. Open MLB app and enter valid credentials.
2. Click on skip/next button.
3. Click on search bar and enter an URL or force a server error.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136784,TC35 - Follow players internet connection,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on skip/next button.
Expected Result:
Players page should be displayed.
3. Turn off wifi and click on search bar and enter a valid MLB player name.
Expected Result:
Try again button should be displayed.
4. Turn on wifi and click on retry button.
Expected Result:
Results should be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. Try again button should be displayed.
4. Results should be displayed.","1. Open MLB app and enter valid credentials.
2. Click on skip/next button.
3. Turn off wifi and click on search bar and enter a valid MLB player name.
4. Turn on wifi and click on retry button.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136785,TC36 - Notifications MLB news enabled by default,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on skip/next button.
Expected Result:
Players page should be displayed.
3. Click on skip/next button.
Expected Result:
Notifications page should be displayed.
4. Validate MLB has his own card
Expected Result:
MLB card should be displayed.
5. Try collapse/Expand
Expected Result:
Card is able to expand/collapse
6. Validate news notifications are enabled by default.
Expected Result:
News notifications should be enabled by default.
7. Click on no news
Expected Result:
Card should be selected.","1. Team page should be displayed.
2. Players page should be displayed.
3. Notifications page should be displayed.
4. MLB card should be displayed.
5. Card is able to expand/collapse
6. News notifications should be enabled by default.
7. Card should be selected.","1. Open MLB app and enter valid credentials.
2. Click on skip/next button.
3. Click on skip/next button.
4. Validate MLB has his own card
5. Try collapse/Expand
6. Validate news notifications are enabled by default.
7. Click on no news",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136786,TC37 - Notifications MLB news enabled,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on skip/next button.
Expected Result:
Players page should be displayed.
3. Click on skip/next button.
Expected Result:
Notifications page should be displayed.
4. Click on next.
Expected Result:
Home page should be displayed.
5. Go to midfield notifications.
Expected Result:
MLB news should be enabled.","1. Team page should be displayed.
2. Players page should be displayed.
3. Notifications page should be displayed.
4. Home page should be displayed.
5. MLB news should be enabled.","1. Open MLB app and enter valid credentials.
2. Click on skip/next button.
3. Click on skip/next button.
4. Click on next.
5. Go to midfield notifications.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136787,TC38 - Notifications MLB news disabled,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on skip/next button.
Expected Result:
Players page should be displayed.
3. Click on skip/next button.
Expected Result:
Notifications page should be displayed.
4. Turn off MLB notifications
Expected Result:
Card should be selected.
5. Click on next.
Expected Result:
Home page should be displayed.
6. Go to midfield notifications.
Expected Result:
MLB news should be disable.","1. Team page should be displayed.
2. Players page should be displayed.
3. Notifications page should be displayed.
4. Card should be selected.
5. Home page should be displayed.
6. MLB news should be disable.","1. Open MLB app and enter valid credentials.
2. Click on skip/next button.
3. Click on skip/next button.
4. Turn off MLB notifications
5. Click on next.
6. Go to midfield notifications.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136789,TC40 - Notifications follow team,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Follow any number of teams.
Expected Result:
User should be able to follow any number of teams.
3. Click on next button.
Expected Result:
Players page should be displayed.
4. Click on next/skip button.
Expected Result:
Notifications page should be displayed.
5. Validate follow teams has notifications disabled by default.
Expected Result:
No notifications should be selected as default.
6. Go to midfield players and teams.
Expected Result:
Folloed teams should be displayed.","1. Team page should be displayed.
2. User should be able to follow any number of teams.
3. Players page should be displayed.
4. Notifications page should be displayed.
5. No notifications should be selected as default.
6. Folloed teams should be displayed.","1. Open MLB app and enter valid credentials.
2. Follow any number of teams.
3. Click on next button.
4. Click on next/skip button.
5. Validate follow teams has notifications disabled by default.
6. Go to midfield players and teams.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136790,TC41 - Notifications news and game package,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Follow any number of teams.
Expected Result:
User should be able to follow any number of teams.
3. Click on next button.
Expected Result:
Players page should be displayed.
4. Click on next/skip button.
Expected Result:
Notifications page should be displayed.
5. Select news and game notifications on any team.
Expected Result:
Notifications should be enabled.
6. Click on next.
Expected Result:
Home page should be displayed.
7. Go to midfield notifications.
Expected Result:
Game start, lead change,  game end and news notifications for selected team should be enabled.","1. Team page should be displayed.
2. User should be able to follow any number of teams.
3. Players page should be displayed.
4. Notifications page should be displayed.
5. Notifications should be enabled.
6. Home page should be displayed.
7. Game start, lead change,  game end and news notifications for selected team should be enabled.","1. Open MLB app and enter valid credentials.
2. Follow any number of teams.
3. Click on next button.
4. Click on next/skip button.
5. Select news and game notifications on any team.
6. Click on next.
7. Go to midfield notifications.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136791,TC42 - Notifications news package,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Follow any number of teams.
Expected Result:
User should be able to follow any number of teams.
3. Click on next button.
Expected Result:
Players page should be displayed.
4. Click on next/skip button.
Expected Result:
Notifications page should be displayed.
5. Select news notifications on any team.
Expected Result:
Notifications should be enabled.
6. Click on next.
Expected Result:
Home page should be displayed.
7. Go to midfield notifications.
Expected Result:
News notifications for selected team should be enabled.","1. Team page should be displayed.
2. User should be able to follow any number of teams.
3. Players page should be displayed.
4. Notifications page should be displayed.
5. Notifications should be enabled.
6. Home page should be displayed.
7. News notifications for selected team should be enabled.","1. Open MLB app and enter valid credentials.
2. Follow any number of teams.
3. Click on next button.
4. Click on next/skip button.
5. Select news notifications on any team.
6. Click on next.
7. Go to midfield notifications.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136792,TC43 - Notifications game package,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Follow any number of teams.
Expected Result:
User should be able to follow any number of teams.
3. Click on next button.
Expected Result:
Players page should be displayed.
4. Click on next/skip button.
Expected Result:
Notifications page should be displayed.
5. Select game notifications on any team.
Expected Result:
Notifications should be enabled.
6. Click on next.
Expected Result:
Home page should be displayed.
7. Go to midfield notifications.
Expected Result:
Game start, lead change,  game end notifications for selected team should be enabled.","1. Team page should be displayed.
2. User should be able to follow any number of teams.
3. Players page should be displayed.
4. Notifications page should be displayed.
5. Notifications should be enabled.
6. Home page should be displayed.
7. Game start, lead change,  game end notifications for selected team should be enabled.","1. Open MLB app and enter valid credentials.
2. Follow any number of teams.
3. Click on next button.
4. Click on next/skip button.
5. Select game notifications on any team.
6. Click on next.
7. Go to midfield notifications.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136793,TC44 - Notifications disabled notifications,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Follow any number of teams.
Expected Result:
User should be able to follow any number of teams.
3. Click on next button.
Expected Result:
Players page should be displayed.
4. Click on next/skip button.
Expected Result:
Notifications page should be displayed.
5. Select no notifications on any team.
Expected Result:
Notifications should be disabled.
6. Click on next.
Expected Result:
Home page should be displayed.
7. Go to midfield notifications.
Expected Result:
Team notifications should be disabled.","1. Team page should be displayed.
2. User should be able to follow any number of teams.
3. Players page should be displayed.
4. Notifications page should be displayed.
5. Notifications should be disabled.
6. Home page should be displayed.
7. Team notifications should be disabled.","1. Open MLB app and enter valid credentials.
2. Follow any number of teams.
3. Click on next button.
4. Click on next/skip button.
5. Select no notifications on any team.
6. Click on next.
7. Go to midfield notifications.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136794,TC45 - Notifications followed players,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on next/skip button.
Expected Result:
Players page should be displayed.
3. Follow any number of players.
Expected Result:
User should be able to follow any number of players.
4. Click on next.
Expected Result:
Notifications page should be displayed.
5. Validate all players followed in step 3 are displayed under players section.
Expected Result:
Players should be displayed.
6. Click on next.
Expected Result:
Home page should be displayed.
7. Go to midfield players and teams.
Expected Result:
Followed players should be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. User should be able to follow any number of players.
4. Notifications page should be displayed.
5. Players should be displayed.
6. Home page should be displayed.
7. Followed players should be displayed.","1. Open MLB app and enter valid credentials.
2. Click on next/skip button.
3. Follow any number of players.
4. Click on next.
5. Validate all players followed in step 3 are displayed under players section.
6. Click on next.
7. Go to midfield players and teams.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136795,TC46 - Team grid pre-populated,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials of a user that already have favorite team and followed teams selected in his profile.
Expected Result:
Team page should be displayed with selected teams prepulated.
2. Add/remove teams in his profile or select a different favorite team.
Expected Result:
User should be able to change his selection.
3. Finish onboarding flow.
Expected Result:
home page should be displayed.
4. Go to midfield notifications.
Expected Result:
New selections should be displayed.
5. Go to midfield players and teams.
Expected Result:
New selections should be displayed.","1. Team page should be displayed with selected teams prepulated.
2. User should be able to change his selection.
3. home page should be displayed.
4. New selections should be displayed.
5. New selections should be displayed.","1. Open MLB app and enter valid credentials of a user that already have favorite team and followed teams selected in his profile.
2. Add/remove teams in his profile or select a different favorite team.
3. Finish onboarding flow.
4. Go to midfield notifications.
5. Go to midfield players and teams.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136796,TC47 - Follow players pre-populated,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials of a user that already have players followed in his profile.
Expected Result:
Team page should be displayed.
2. Click on next/skip button.
Expected Result:
Players page with pre-populated followed players should be displayed.
3. add/remove players in his profile.
Expected Result:
User should be able to change his selection.
4. Finish onboarding flow.
Expected Result:
home page should be displayed.
5. Go to midfield players and teams.
Expected Result:
New selections should be displayed.","1. Team page should be displayed.
2. Players page with pre-populated followed players should be displayed.
3. User should be able to change his selection.
4. home page should be displayed.
5. New selections should be displayed.","1. Open MLB app and enter valid credentials of a user that already have players followed in his profile.
2. Click on next/skip button.
3. add/remove players in his profile.
4. Finish onboarding flow.
5. Go to midfield players and teams.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136797,TC48 - Follow player carousel picker default,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Click on next/skip button.
Expected Result:
Players page should be displayed.
3. Validate players displayed under ALL STARS carousel.
Expected Result:
Players should match forge. The first nine players should be displayed. At least one player should be displayed.
4. validate players displayed under TRENDING carousel.
Expected Result:
Players should match forge. The first nine players should be displayed. At least one player should be displayed.
5. Validate favorite team carousel is not displayed.
Expected Result:
Favorite team carousel should not be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. Players should match forge. The first nine players should be displayed. At least one player should be displayed.
4. Players should match forge. The first nine players should be displayed. At least one player should be displayed.
5. Favorite team carousel should not be displayed.","1. Open MLB app and enter valid credentials.
2. Click on next/skip button.
3. Validate players displayed under ALL STARS carousel.
4. validate players displayed under TRENDING carousel.
5. Validate favorite team carousel is not displayed.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136799,TC50 -  Follow player carousel picker no internet connection,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app and enter valid credentials.
Expected Result:
Team page should be displayed.
2. Turn off wifi and click on next button.
Expected Result:
Players page should be displayed.
3. Validate retry button is displayed.
Expected Result:
Retry button is displayed.
4. Turn on wifi and click on retry.
Expected Result:
Carousels should be displayed.","1. Team page should be displayed.
2. Players page should be displayed.
3. Retry button is displayed.
4. Carousels should be displayed.","1. Open MLB app and enter valid credentials.
2. Turn off wifi and click on next button.
3. Validate retry button is displayed.
4. Turn on wifi and click on retry.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136800,TC51 - App is defaulted to EN_US when phone is set to English,Marco Osuna,2/16/2023 12:56 PM,,,,,Set phone in English,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app.
Expected Result:
MLB app should be opened.
2. Check charles data-graph call.
Expected Result:
accept_language should be EN_US.","1. MLB app should be opened.
2. accept_language should be EN_US.","1. Open MLB app.
2. Check charles data-graph call.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136801,TC52 - App is defaulted to ES_US when phone is set to Spanish,Marco Osuna,2/16/2023 12:56 PM,,,,,Set phone in Spanish,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app.
Expected Result:
MLB app should be opened.
2. Check charles data-graph call.
Expected Result:
accept_language should be ES_US.","1. MLB app should be opened.
2. accept_language should be ES_US.","1. Open MLB app.
2. Check charles data-graph call.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136802,TC53 - App is defaulted to EN_US when phone is set to an unssuported language,Marco Osuna,2/16/2023 12:56 PM,,,,,Set phone in an unsupported language.,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. Open MLB app.
Expected Result:
MLB app should be opened.
2. Check charles data-graph call.
Expected Result:
accept_language should be EN_US.","1. MLB app should be opened.
2. accept_language should be EN_US.","1. Open MLB app.
2. Check charles data-graph call.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
C30136803,TC54 - Instrumentation Team Page,Marco Osuna,2/16/2023 12:56 PM,,,,,,2 - Medium Priority,,MLBAPP/Onboarding,1,,,"1. When:
Team page is displayed.
Expected Result:
Then:
trackState:	MLB At Bat : <Android|iOS> : Favorite Team Select
user.favoriteTeams	<the team abbreviation of the favorite team. set on all trackStates in the app>
user.favoritePlayers	<comma-delimited list of user favorited playerIDs>
user.followedTeams	<comma-delimited list of user followed teams abbreviations. set on all trackStates in the app>
user.teamsCount	<number of followed teams selected>
user.playersCount	<number of followed players selected>
s.channel	Onboarding
2. When:
Click on skip button.
Expected Result:
Then:
trackAction:	MLB At Bat : <Android|iOS> : Favorite Team Select : Skip Click
action.element.text:	""Skip""
action.element.index:	<action index, 0 index>
3. When:
Click on back button.
Expected Result:
Then:
trackAction:	MLB At Bat : <Android|iOS> : Favorite Team Select : Back Click
action.element.index:	<action index, 0 index>
4. When:
Selecting/Deselecting a favorite team
Expected Result:
Then:
User taps to select or deselect favorite team
trackAction:	MLB At Bat : <Android|iOS> : Favorite Team Select : <Add|Remove> Favorite Team
action.element.text:	<team name on clicked element>
action.element.index:	<action index, 0 index>
team.traffic:	<team abbreviation>
5. When:
Follow/Unfollow team.
Expected Result:
Then:
Capture followed team(s) set (record team name / id)
trackAction:	MLB At Bat : <Android|iOS> : Favorite Team Select : <Follow|Unfollow> Team
action.element.text:	<team name on clicked element>
action.element.index:	<action index, 0 index>
team.traffic:	<team abbreviation>
6. When:
Click on next button.
Expected Result:
Then:
trackAction:	MLB At Bat : <Android|iOS> : Favorite Team Select : Next Click
action.element.text:	""Next""
action.element.index:	<action index, 0 index>
user.favoriteTeams	<the team abbreviation of the favorite team. set on all trackStates in the app>
user.followedTeams	<comma-delimited list of user followed teams abbreviations. set on all trackStates in the app>
user.teamsCount	<number of followed teams selected>","1. Then:
trackState:	MLB At Bat : <Android|iOS> : Favorite Team Select
user.favoriteTeams	<the team abbreviation of the favorite team. set on all trackStates in the app>
user.favoritePlayers	<comma-delimited list of user favorited playerIDs>
user.followedTeams	<comma-delimited list of user followed teams abbreviations. set on all trackStates in the app>
user.teamsCount	<number of followed teams selected>
user.playersCount	<number of followed players selected>
s.channel	Onboarding
2. Then:
trackAction:	MLB At Bat : <Android|iOS> : Favorite Team Select : Skip Click
action.element.text:	""Skip""
action.element.index:	<action index, 0 index>
3. Then:
trackAction:	MLB At Bat : <Android|iOS> : Favorite Team Select : Back Click
action.element.index:	<action index, 0 index>
4. Then:
User taps to select or deselect favorite team
trackAction:	MLB At Bat : <Android|iOS> : Favorite Team Select : <Add|Remove> Favorite Team
action.element.text:	<team name on clicked element>
action.element.index:	<action index, 0 index>
team.traffic:	<team abbreviation>
5. Then:
Capture followed team(s) set (record team name / id)
trackAction:	MLB At Bat : <Android|iOS> : Favorite Team Select : <Follow|Unfollow> Team
action.element.text:	<team name on clicked element>
action.element.index:	<action index, 0 index>
team.traffic:	<team abbreviation>
6. Then:
trackAction:	MLB At Bat : <Android|iOS> : Favorite Team Select : Next Click
action.element.text:	""Next""
action.element.index:	<action index, 0 index>
user.favoriteTeams	<the team abbreviation of the favorite team. set on all trackStates in the app>
user.followedTeams	<comma-delimited list of user followed teams abbreviations. set on all trackStates in the app>
user.teamsCount	<number of followed teams selected>","1. When:
Team page is displayed.
2. When:
Click on skip button.
3. When:
Click on back button.
4. When:
Selecting/Deselecting a favorite team
5. When:
Follow/Unfollow team.
6. When:
Click on next button.",Master,S579322,Manual,Marco Osuna,2/16/2023 12:56 PM
